action,projectSlug,unitNo,layoutCode,towerNumber,phaseName,floor,stack,displaySequence,builtUpSqft,landAreaSqft,dimensionText,facing,positionType,carparkCount,carparkLotNo,carparkType,lotTypeCode,bookingStatusCode,basePrice,finalPrice
create,paragon-signature-suite,A-22-15,TYPE_A,TOWER-1,,22,15,255,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-16,TYPE_A,TOWER-1,,22,16,256,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-17,TYPE_A,TOWER-1,,22,17,257,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-18,TYPE_A,TOWER-1,,22,18,258,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-19,TYPE_B,TOWER-1,,22,19,259,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-20,TYPE_B,TOWER-1,,22,20,260,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-21,TYPE_A,TOWER-1,,22,21,261,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-22,TYPE_A,TOWER-1,,22,22,262,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-23,TYPE_A,TOWER-1,,22,23,263,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-22-25,TYPE_A,TOWER-1,,22,25,264,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-01,TYPE_A,TOWER-1,,23,01,265,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-02,TYPE_A,TOWER-1,,23,02,266,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-03,TYPE_A,TOWER-1,,23,03,267,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-05,TYPE_A,TOWER-1,,23,05,268,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-06,TYPE_B,TOWER-1,,23,06,269,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-07,TYPE_B,TOWER-1,,23,07,270,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-08,TYPE_A,TOWER-1,,23,08,271,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-09,TYPE_A,TOWER-1,,23,09,272,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-10,TYPE_A,TOWER-1,,23,10,273,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-11,TYPE_A,TOWER-1,,23,11,274,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-12,TYPE_A,TOWER-1,,23,12,275,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-13,TYPE_A,TOWER-1,,23,13,276,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-15,TYPE_A,TOWER-1,,23,15,277,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-16,TYPE_A,TOWER-1,,23,16,278,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-17,TYPE_A,TOWER-1,,23,17,279,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-18,TYPE_A,TOWER-1,,23,18,280,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-19,TYPE_B,TOWER-1,,23,19,281,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-20,TYPE_B,TOWER-1,,23,20,282,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-21,TYPE_A,TOWER-1,,23,21,283,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-22,TYPE_A,TOWER-1,,23,22,284,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-23,TYPE_A,TOWER-1,,23,23,285,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-23-25,TYPE_A,TOWER-1,,23,25,286,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-01,TYPE_A,TOWER-1,,24,01,287,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-02,TYPE_A,TOWER-1,,24,02,288,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-03,TYPE_A,TOWER-1,,24,03,289,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-05,TYPE_A,TOWER-1,,24,05,290,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-06,TYPE_B,TOWER-1,,24,06,291,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-07,TYPE_B,TOWER-1,,24,07,292,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-08,TYPE_A,TOWER-1,,24,08,293,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-09,TYPE_A,TOWER-1,,24,09,294,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-10,TYPE_A,TOWER-1,,24,10,295,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-11,TYPE_A,TOWER-1,,24,11,296,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-12,TYPE_A,TOWER-1,,24,12,297,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-13,TYPE_A,TOWER-1,,24,13,298,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-15,TYPE_A,TOWER-1,,24,15,299,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-16,TYPE_A,TOWER-1,,24,16,300,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-17,TYPE_A,TOWER-1,,24,17,301,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-18,TYPE_A,TOWER-1,,24,18,302,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-19,TYPE_B,TOWER-1,,24,19,303,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-20,TYPE_B,TOWER-1,,24,20,304,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-21,TYPE_A,TOWER-1,,24,21,305,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-22,TYPE_A,TOWER-1,,24,22,306,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-23,TYPE_A,TOWER-1,,24,23,307,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-24-25,TYPE_A,TOWER-1,,24,25,308,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-01,TYPE_A,TOWER-1,,25,01,309,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-02,TYPE_A,TOWER-1,,25,02,310,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-03,TYPE_A,TOWER-1,,25,03,311,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-05,TYPE_A,TOWER-1,,25,05,312,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-06,TYPE_B,TOWER-1,,25,06,313,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-07,TYPE_B,TOWER-1,,25,07,314,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-08,TYPE_A,TOWER-1,,25,08,315,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-09,TYPE_A,TOWER-1,,25,09,316,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-10,TYPE_A,TOWER-1,,25,10,317,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-11,TYPE_A,TOWER-1,,25,11,318,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-12,TYPE_A,TOWER-1,,25,12,319,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-13,TYPE_A,TOWER-1,,25,13,320,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-15,TYPE_A,TOWER-1,,25,15,321,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-16,TYPE_A,TOWER-1,,25,16,322,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-17,TYPE_A,TOWER-1,,25,17,323,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-18,TYPE_A,TOWER-1,,25,18,324,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-19,TYPE_B,TOWER-1,,25,19,325,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-20,TYPE_B,TOWER-1,,25,20,326,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-21,TYPE_A,TOWER-1,,25,21,327,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-22,TYPE_A,TOWER-1,,25,22,328,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-23,TYPE_A,TOWER-1,,25,23,329,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-25-25,TYPE_A,TOWER-1,,25,25,330,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-01,TYPE_A,TOWER-1,,26,01,331,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-02,TYPE_A,TOWER-1,,26,02,332,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-03,TYPE_A,TOWER-1,,26,03,333,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-05,TYPE_A,TOWER-1,,26,05,334,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-06,TYPE_B,TOWER-1,,26,06,335,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-07,TYPE_B,TOWER-1,,26,07,336,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-08,TYPE_A,TOWER-1,,26,08,337,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-09,TYPE_A,TOWER-1,,26,09,338,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-10,TYPE_A,TOWER-1,,26,10,339,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-11,TYPE_A,TOWER-1,,26,11,340,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-12,TYPE_A,TOWER-1,,26,12,341,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-13,TYPE_A,TOWER-1,,26,13,342,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-15,TYPE_A,TOWER-1,,26,15,343,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-16,TYPE_A,TOWER-1,,26,16,344,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-17,TYPE_A,TOWER-1,,26,17,345,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-18,TYPE_A,TOWER-1,,26,18,346,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-19,TYPE_B,TOWER-1,,26,19,347,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-20,TYPE_B,TOWER-1,,26,20,348,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-21,TYPE_A,TOWER-1,,26,21,349,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-22,TYPE_A,TOWER-1,,26,22,350,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-23,TYPE_A,TOWER-1,,26,23,351,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-26-25,TYPE_A,TOWER-1,,26,25,352,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-01,TYPE_A,TOWER-1,,27,01,353,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-02,TYPE_A,TOWER-1,,27,02,354,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-03,TYPE_A,TOWER-1,,27,03,355,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-05,TYPE_A,TOWER-1,,27,05,356,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-06,TYPE_B,TOWER-1,,27,06,357,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-07,TYPE_B,TOWER-1,,27,07,358,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-08,TYPE_A,TOWER-1,,27,08,359,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-09,TYPE_A,TOWER-1,,27,09,360,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-10,TYPE_A,TOWER-1,,27,10,361,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-11,TYPE_A,TOWER-1,,27,11,362,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-12,TYPE_A,TOWER-1,,27,12,363,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-13,TYPE_A,TOWER-1,,27,13,364,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-15,TYPE_A,TOWER-1,,27,15,365,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-16,TYPE_A,TOWER-1,,27,16,366,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-17,TYPE_A,TOWER-1,,27,17,367,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-18,TYPE_A,TOWER-1,,27,18,368,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-19,TYPE_B,TOWER-1,,27,19,369,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-20,TYPE_B,TOWER-1,,27,20,370,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-21,TYPE_A,TOWER-1,,27,21,371,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-22,TYPE_A,TOWER-1,,27,22,372,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-23,TYPE_A,TOWER-1,,27,23,373,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-27-25,TYPE_A,TOWER-1,,27,25,374,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-01,TYPE_A,TOWER-1,,28,01,375,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-02,TYPE_A,TOWER-1,,28,02,376,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-03,TYPE_A,TOWER-1,,28,03,377,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-05,TYPE_A,TOWER-1,,28,05,378,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-06,TYPE_B,TOWER-1,,28,06,379,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-07,TYPE_B,TOWER-1,,28,07,380,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-08,TYPE_A,TOWER-1,,28,08,381,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-09,TYPE_A,TOWER-1,,28,09,382,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-10,TYPE_A,TOWER-1,,28,10,383,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-11,TYPE_A,TOWER-1,,28,11,384,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-12,TYPE_A,TOWER-1,,28,12,385,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-13,TYPE_A,TOWER-1,,28,13,386,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-15,TYPE_A,TOWER-1,,28,15,387,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-16,TYPE_A,TOWER-1,,28,16,388,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-17,TYPE_A,TOWER-1,,28,17,389,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-18,TYPE_A,TOWER-1,,28,18,390,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-19,TYPE_B,TOWER-1,,28,19,391,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-20,TYPE_B,TOWER-1,,28,20,392,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-21,TYPE_A,TOWER-1,,28,21,393,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-22,TYPE_A,TOWER-1,,28,22,394,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-23,TYPE_A,TOWER-1,,28,23,395,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-28-25,TYPE_A,TOWER-1,,28,25,396,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-01,TYPE_A,TOWER-1,,29,01,397,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-02,TYPE_A,TOWER-1,,29,02,398,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-03,TYPE_A,TOWER-1,,29,03,399,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-05,TYPE_A,TOWER-1,,29,05,400,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-06,TYPE_B,TOWER-1,,29,06,401,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-07,TYPE_B,TOWER-1,,29,07,402,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-08,TYPE_A,TOWER-1,,29,08,403,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-09,TYPE_A,TOWER-1,,29,09,404,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-10,TYPE_A,TOWER-1,,29,10,405,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-11,TYPE_A,TOWER-1,,29,11,406,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-12,TYPE_A,TOWER-1,,29,12,407,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-13,TYPE_A,TOWER-1,,29,13,408,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-15,TYPE_A,TOWER-1,,29,15,409,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-16,TYPE_A,TOWER-1,,29,16,410,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-17,TYPE_A,TOWER-1,,29,17,411,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-18,TYPE_A,TOWER-1,,29,18,412,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-19,TYPE_B,TOWER-1,,29,19,413,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-20,TYPE_B,TOWER-1,,29,20,414,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-21,TYPE_A,TOWER-1,,29,21,415,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-22,TYPE_A,TOWER-1,,29,22,416,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-23,TYPE_A,TOWER-1,,29,23,417,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-29-25,TYPE_A,TOWER-1,,29,25,418,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-01,TYPE_A,TOWER-1,,30,01,419,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-02,TYPE_A,TOWER-1,,30,02,420,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-03,TYPE_A,TOWER-1,,30,03,421,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-05,TYPE_A,TOWER-1,,30,05,422,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-06,TYPE_B,TOWER-1,,30,06,423,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-07,TYPE_B,TOWER-1,,30,07,424,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-08,TYPE_A,TOWER-1,,30,08,425,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-09,TYPE_A,TOWER-1,,30,09,426,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-10,TYPE_A,TOWER-1,,30,10,427,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-11,TYPE_A,TOWER-1,,30,11,428,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-12,TYPE_A,TOWER-1,,30,12,429,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-13,TYPE_A,TOWER-1,,30,13,430,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-15,TYPE_A,TOWER-1,,30,15,431,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-16,TYPE_A,TOWER-1,,30,16,432,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-17,TYPE_A,TOWER-1,,30,17,433,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-18,TYPE_A,TOWER-1,,30,18,434,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-19,TYPE_B,TOWER-1,,30,19,435,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-20,TYPE_B,TOWER-1,,30,20,436,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-21,TYPE_A,TOWER-1,,30,21,437,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-22,TYPE_A,TOWER-1,,30,22,438,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-23,TYPE_A,TOWER-1,,30,23,439,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-30-25,TYPE_A,TOWER-1,,30,25,440,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-01,TYPE_A,TOWER-1,,31,01,441,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-02,TYPE_A,TOWER-1,,31,02,442,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-03,TYPE_A,TOWER-1,,31,03,443,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-05,TYPE_A,TOWER-1,,31,05,444,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-06,TYPE_B,TOWER-1,,31,06,445,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-07,TYPE_B,TOWER-1,,31,07,446,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-08,TYPE_A,TOWER-1,,31,08,447,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-09,TYPE_A,TOWER-1,,31,09,448,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-10,TYPE_A,TOWER-1,,31,10,449,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-11,TYPE_A,TOWER-1,,31,11,450,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-12,TYPE_A,TOWER-1,,31,12,451,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-13,TYPE_A,TOWER-1,,31,13,452,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-15,TYPE_A,TOWER-1,,31,15,453,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-16,TYPE_A,TOWER-1,,31,16,454,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-17,TYPE_A,TOWER-1,,31,17,455,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-18,TYPE_A,TOWER-1,,31,18,456,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-19,TYPE_B,TOWER-1,,31,19,457,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-20,TYPE_B,TOWER-1,,31,20,458,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-21,TYPE_A,TOWER-1,,31,21,459,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-22,TYPE_A,TOWER-1,,31,22,460,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-23,TYPE_A,TOWER-1,,31,23,461,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-31-25,TYPE_A,TOWER-1,,31,25,462,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-01,TYPE_A,TOWER-1,,32,01,463,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-02,TYPE_A,TOWER-1,,32,02,464,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-03,TYPE_A,TOWER-1,,32,03,465,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-05,TYPE_A,TOWER-1,,32,05,466,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-06,TYPE_B,TOWER-1,,32,06,467,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-07,TYPE_B,TOWER-1,,32,07,468,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-08,TYPE_A,TOWER-1,,32,08,469,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-09,TYPE_A,TOWER-1,,32,09,470,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-10,TYPE_A,TOWER-1,,32,10,471,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-11,TYPE_A,TOWER-1,,32,11,472,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-12,TYPE_A,TOWER-1,,32,12,473,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-13,TYPE_A,TOWER-1,,32,13,474,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-15,TYPE_A,TOWER-1,,32,15,475,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-16,TYPE_A,TOWER-1,,32,16,476,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-17,TYPE_A,TOWER-1,,32,17,477,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-18,TYPE_A,TOWER-1,,32,18,478,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-19,TYPE_B,TOWER-1,,32,19,479,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-20,TYPE_B,TOWER-1,,32,20,480,649.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-21,TYPE_A,TOWER-1,,32,21,481,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-22,TYPE_A,TOWER-1,,32,22,482,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-23,TYPE_A,TOWER-1,,32,23,483,646.00,,,,,,,,,,,
create,paragon-signature-suite,A-32-25,TYPE_A,TOWER-1,,32,25,484,646.00,,,,,,,,,,,
