action,projectSlug,unitNo,layoutCode,towerNumber,phaseName,floor,stack,displaySequence,builtUpSqft,landAreaSqft,dimensionText,facing,positionType,carparkCount,carparkLotNo,carparkType,lotTypeCode,bookingStatusCode,basePrice,finalPrice
create,m-grand-minori-pelangi,A-26-09,TYPE_D1,TOWER-A,,26,09,242,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-10,TYPE_E,TOWER-A,,26,10,243,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-11,TYPE_A,TOWER-A,,26,11,244,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-12,TYPE_C,TOWER-A,,26,12,245,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-13,TYPE_C,TOWER-A,,26,13,246,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-15,TYPE_C,TOWER-A,,26,15,247,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-16,TYPE_C,TOWER-A,,26,16,248,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-17,TYPE_E,TOWER-A,,26,17,249,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-18,TYPE_E,TOWER-A,,26,18,250,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-19,TYPE_D,TOWER-A,,26,19,251,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-26-20,TYPE_D,TOWER-A,,26,20,252,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-01,TYPE_B,TOWER-A,,27,01,253,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-02,TYPE_B,TOWER-A,,27,02,254,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-03,TYPE_D1,TOWER-A,,27,03,255,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-05,TYPE_E,TOWER-A,,27,05,256,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-06,TYPE_B,TOWER-A,,27,06,257,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-07,TYPE_B,TOWER-A,,27,07,258,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-08,TYPE_C,TOWER-A,,27,08,259,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-09,TYPE_D1,TOWER-A,,27,09,260,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-10,TYPE_E,TOWER-A,,27,10,261,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-11,TYPE_A,TOWER-A,,27,11,262,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-12,TYPE_C,TOWER-A,,27,12,263,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-13,TYPE_C,TOWER-A,,27,13,264,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-15,TYPE_C,TOWER-A,,27,15,265,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-16,TYPE_C,TOWER-A,,27,16,266,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-17,TYPE_E,TOWER-A,,27,17,267,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-18,TYPE_E,TOWER-A,,27,18,268,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-19,TYPE_D,TOWER-A,,27,19,269,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-27-20,TYPE_D,TOWER-A,,27,20,270,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-01,TYPE_B,TOWER-A,,28,01,271,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-02,TYPE_B,TOWER-A,,28,02,272,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-03,TYPE_D1,TOWER-A,,28,03,273,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-05,TYPE_E,TOWER-A,,28,05,274,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-06,TYPE_B,TOWER-A,,28,06,275,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-07,TYPE_B,TOWER-A,,28,07,276,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-08,TYPE_C,TOWER-A,,28,08,277,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-09,TYPE_D1,TOWER-A,,28,09,278,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-10,TYPE_E,TOWER-A,,28,10,279,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-11,TYPE_A,TOWER-A,,28,11,280,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-12,TYPE_C,TOWER-A,,28,12,281,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-13,TYPE_C,TOWER-A,,28,13,282,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-15,TYPE_C,TOWER-A,,28,15,283,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-16,TYPE_C,TOWER-A,,28,16,284,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-17,TYPE_E,TOWER-A,,28,17,285,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-18,TYPE_E,TOWER-A,,28,18,286,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-19,TYPE_D,TOWER-A,,28,19,287,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-28-20,TYPE_D,TOWER-A,,28,20,288,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-01,TYPE_B,TOWER-A,,29,01,289,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-02,TYPE_B,TOWER-A,,29,02,290,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-03,TYPE_D1,TOWER-A,,29,03,291,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-05,TYPE_E,TOWER-A,,29,05,292,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-06,TYPE_B,TOWER-A,,29,06,293,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-07,TYPE_B,TOWER-A,,29,07,294,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-08,TYPE_C,TOWER-A,,29,08,295,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-09,TYPE_D1,TOWER-A,,29,09,296,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-10,TYPE_E,TOWER-A,,29,10,297,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-11,TYPE_A,TOWER-A,,29,11,298,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-12,TYPE_C,TOWER-A,,29,12,299,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-13,TYPE_C,TOWER-A,,29,13,300,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-15,TYPE_C,TOWER-A,,29,15,301,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-16,TYPE_C,TOWER-A,,29,16,302,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-17,TYPE_E,TOWER-A,,29,17,303,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-18,TYPE_E,TOWER-A,,29,18,304,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-19,TYPE_D,TOWER-A,,29,19,305,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-29-20,TYPE_D,TOWER-A,,29,20,306,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-01,TYPE_B,TOWER-A,,30,01,307,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-02,TYPE_B,TOWER-A,,30,02,308,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-03,TYPE_D1,TOWER-A,,30,03,309,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-05,TYPE_E,TOWER-A,,30,05,310,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-06,TYPE_B,TOWER-A,,30,06,311,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-07,TYPE_B,TOWER-A,,30,07,312,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-08,TYPE_C,TOWER-A,,30,08,313,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-09,TYPE_D1,TOWER-A,,30,09,314,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-10,TYPE_E,TOWER-A,,30,10,315,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-11,TYPE_A,TOWER-A,,30,11,316,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-12,TYPE_C,TOWER-A,,30,12,317,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-13,TYPE_C,TOWER-A,,30,13,318,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-15,TYPE_C,TOWER-A,,30,15,319,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-16,TYPE_C,TOWER-A,,30,16,320,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-17,TYPE_E,TOWER-A,,30,17,321,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-18,TYPE_E,TOWER-A,,30,18,322,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-19,TYPE_D,TOWER-A,,30,19,323,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-30-20,TYPE_D,TOWER-A,,30,20,324,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-01,TYPE_B,TOWER-A,,31,01,325,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-02,TYPE_B,TOWER-A,,31,02,326,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-03,TYPE_D1,TOWER-A,,31,03,327,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-05,TYPE_E,TOWER-A,,31,05,328,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-06,TYPE_B,TOWER-A,,31,06,329,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-07,TYPE_B,TOWER-A,,31,07,330,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-08,TYPE_C,TOWER-A,,31,08,331,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-09,TYPE_D1,TOWER-A,,31,09,332,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-10,TYPE_E,TOWER-A,,31,10,333,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-11,TYPE_A,TOWER-A,,31,11,334,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-12,TYPE_C,TOWER-A,,31,12,335,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-13,TYPE_C,TOWER-A,,31,13,336,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-15,TYPE_C,TOWER-A,,31,15,337,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-16,TYPE_C,TOWER-A,,31,16,338,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-17,TYPE_E,TOWER-A,,31,17,339,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-18,TYPE_E,TOWER-A,,31,18,340,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-19,TYPE_D,TOWER-A,,31,19,341,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-31-20,TYPE_D,TOWER-A,,31,20,342,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-01,TYPE_B,TOWER-A,,32,01,343,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-02,TYPE_B,TOWER-A,,32,02,344,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-03,TYPE_D1,TOWER-A,,32,03,345,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-05,TYPE_E,TOWER-A,,32,05,346,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-06,TYPE_B,TOWER-A,,32,06,347,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-07,TYPE_B,TOWER-A,,32,07,348,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-08,TYPE_C,TOWER-A,,32,08,349,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-09,TYPE_D1,TOWER-A,,32,09,350,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-10,TYPE_E,TOWER-A,,32,10,351,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-11,TYPE_A,TOWER-A,,32,11,352,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-12,TYPE_C,TOWER-A,,32,12,353,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-13,TYPE_C,TOWER-A,,32,13,354,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-15,TYPE_C,TOWER-A,,32,15,355,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-16,TYPE_C,TOWER-A,,32,16,356,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-17,TYPE_E,TOWER-A,,32,17,357,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-18,TYPE_E,TOWER-A,,32,18,358,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-19,TYPE_D,TOWER-A,,32,19,359,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-32-20,TYPE_D,TOWER-A,,32,20,360,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-01,TYPE_B,TOWER-A,,33,01,361,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-02,TYPE_B,TOWER-A,,33,02,362,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-03,TYPE_D1,TOWER-A,,33,03,363,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-05,TYPE_E,TOWER-A,,33,05,364,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-06,TYPE_B,TOWER-A,,33,06,365,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-07,TYPE_B,TOWER-A,,33,07,366,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-08,TYPE_C,TOWER-A,,33,08,367,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-09,TYPE_D1,TOWER-A,,33,09,368,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-10,TYPE_E,TOWER-A,,33,10,369,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-11,TYPE_A,TOWER-A,,33,11,370,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-12,TYPE_C,TOWER-A,,33,12,371,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-13,TYPE_C,TOWER-A,,33,13,372,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-15,TYPE_C,TOWER-A,,33,15,373,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-16,TYPE_C,TOWER-A,,33,16,374,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-17,TYPE_E,TOWER-A,,33,17,375,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-18,TYPE_E,TOWER-A,,33,18,376,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-19,TYPE_D,TOWER-A,,33,19,377,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-33-20,TYPE_D,TOWER-A,,33,20,378,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-01,TYPE_B,TOWER-A,,35,01,379,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-02,TYPE_B,TOWER-A,,35,02,380,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-03,TYPE_D1,TOWER-A,,35,03,381,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-05,TYPE_E,TOWER-A,,35,05,382,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-06,TYPE_B,TOWER-A,,35,06,383,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-07,TYPE_B,TOWER-A,,35,07,384,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-08,TYPE_C,TOWER-A,,35,08,385,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-09,TYPE_D1,TOWER-A,,35,09,386,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-10,TYPE_E,TOWER-A,,35,10,387,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-11,TYPE_A,TOWER-A,,35,11,388,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-12,TYPE_C,TOWER-A,,35,12,389,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-13,TYPE_C,TOWER-A,,35,13,390,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-15,TYPE_C,TOWER-A,,35,15,391,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-16,TYPE_C,TOWER-A,,35,16,392,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-17,TYPE_E,TOWER-A,,35,17,393,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-18,TYPE_E,TOWER-A,,35,18,394,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-19,TYPE_D,TOWER-A,,35,19,395,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-35-20,TYPE_D,TOWER-A,,35,20,396,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-01,TYPE_B,TOWER-A,,36,01,397,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-02,TYPE_B,TOWER-A,,36,02,398,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-03,TYPE_D1,TOWER-A,,36,03,399,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-05,TYPE_E,TOWER-A,,36,05,400,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-06,TYPE_B,TOWER-A,,36,06,401,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-07,TYPE_B,TOWER-A,,36,07,402,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-08,TYPE_C,TOWER-A,,36,08,403,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-09,TYPE_D1,TOWER-A,,36,09,404,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-10,TYPE_E,TOWER-A,,36,10,405,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-11,TYPE_A,TOWER-A,,36,11,406,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-12,TYPE_C,TOWER-A,,36,12,407,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-13,TYPE_C,TOWER-A,,36,13,408,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-15,TYPE_C,TOWER-A,,36,15,409,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-16,TYPE_C,TOWER-A,,36,16,410,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-17,TYPE_E,TOWER-A,,36,17,411,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-18,TYPE_E,TOWER-A,,36,18,412,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-19,TYPE_D,TOWER-A,,36,19,413,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-36-20,TYPE_D,TOWER-A,,36,20,414,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-01,TYPE_B,TOWER-A,,37,01,415,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-02,TYPE_B,TOWER-A,,37,02,416,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-03,TYPE_D1,TOWER-A,,37,03,417,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-05,TYPE_E,TOWER-A,,37,05,418,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-06,TYPE_B,TOWER-A,,37,06,419,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-07,TYPE_B,TOWER-A,,37,07,420,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-08,TYPE_C,TOWER-A,,37,08,421,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-09,TYPE_D1,TOWER-A,,37,09,422,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-10,TYPE_E,TOWER-A,,37,10,423,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-11,TYPE_A,TOWER-A,,37,11,424,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-12,TYPE_C,TOWER-A,,37,12,425,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-13,TYPE_C,TOWER-A,,37,13,426,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-15,TYPE_C,TOWER-A,,37,15,427,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-16,TYPE_C,TOWER-A,,37,16,428,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-17,TYPE_E,TOWER-A,,37,17,429,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-18,TYPE_E,TOWER-A,,37,18,430,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-19,TYPE_D,TOWER-A,,37,19,431,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-37-20,TYPE_D,TOWER-A,,37,20,432,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-01,TYPE_B,TOWER-A,,39,01,433,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-02,TYPE_B,TOWER-A,,39,02,434,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-03,TYPE_D1,TOWER-A,,39,03,435,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-05,TYPE_E,TOWER-A,,39,05,436,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-06,TYPE_B,TOWER-A,,39,06,437,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-07,TYPE_B,TOWER-A,,39,07,438,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-08,TYPE_C,TOWER-A,,39,08,439,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-09,TYPE_D1,TOWER-A,,39,09,440,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-10,TYPE_E,TOWER-A,,39,10,441,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-11,TYPE_A,TOWER-A,,39,11,442,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-12,TYPE_C,TOWER-A,,39,12,443,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-13,TYPE_C,TOWER-A,,39,13,444,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-15,TYPE_C,TOWER-A,,39,15,445,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-16,TYPE_C,TOWER-A,,39,16,446,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-17,TYPE_E,TOWER-A,,39,17,447,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-18,TYPE_E,TOWER-A,,39,18,448,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-19,TYPE_D,TOWER-A,,39,19,449,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-39-20,TYPE_D,TOWER-A,,39,20,450,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-01,TYPE_B,TOWER-A,,40,01,451,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-02,TYPE_B,TOWER-A,,40,02,452,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-03,TYPE_D1,TOWER-A,,40,03,453,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-05,TYPE_E,TOWER-A,,40,05,454,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-06,TYPE_B,TOWER-A,,40,06,455,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-07,TYPE_B,TOWER-A,,40,07,456,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-08,TYPE_C,TOWER-A,,40,08,457,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-09,TYPE_D1,TOWER-A,,40,09,458,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-10,TYPE_E,TOWER-A,,40,10,459,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-11,TYPE_A,TOWER-A,,40,11,460,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-12,TYPE_C,TOWER-A,,40,12,461,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-13,TYPE_C,TOWER-A,,40,13,462,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-15,TYPE_C,TOWER-A,,40,15,463,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-16,TYPE_C,TOWER-A,,40,16,464,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-17,TYPE_E,TOWER-A,,40,17,465,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-18,TYPE_E,TOWER-A,,40,18,466,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-19,TYPE_D,TOWER-A,,40,19,467,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-40-20,TYPE_D,TOWER-A,,40,20,468,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-01,TYPE_B,TOWER-A,,41,01,469,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-02,TYPE_B,TOWER-A,,41,02,470,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-03,TYPE_D1,TOWER-A,,41,03,471,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-05,TYPE_E,TOWER-A,,41,05,472,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-06,TYPE_B,TOWER-A,,41,06,473,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-07,TYPE_B,TOWER-A,,41,07,474,496.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-08,TYPE_C,TOWER-A,,41,08,475,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-09,TYPE_D1,TOWER-A,,41,09,476,630.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-10,TYPE_E,TOWER-A,,41,10,477,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-11,TYPE_A,TOWER-A,,41,11,478,403.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-12,TYPE_C,TOWER-A,,41,12,479,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-13,TYPE_C,TOWER-A,,41,13,480,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-15,TYPE_C,TOWER-A,,41,15,481,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-16,TYPE_C,TOWER-A,,41,16,482,624.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-17,TYPE_E,TOWER-A,,41,17,483,835.00,,,,,,,,,,,
create,m-grand-minori-pelangi,A-41-18,TYPE_E,TOWER-A,,41,18,484,835.00,,,,,,,,,,,
